Sentence,Sentiment,Cleaned_Sentence,Is_Augmented,Technique
"@JetBlue You never got my wife to her destination and you expect a $75.00 ""goodwill credit"" will  make everything hunky-dory. You blew it.",negative,you never got my wife to her destination and you expect a 7500 goodwill credit will make everything hunkydory you blew it,False,original
is z and d code airfare refundable,neutral,is z and d code are refundable,True,bert_paraphrasing
@SouthwestAir grouchy about this flight 636 #complimentarybeveragesneeded,negative,grouchy about this flight 636 complimentarybeveragesneeded,False,original
our fleets on fleek i have to refrain what i want to say,neutral,our fleets on fleek i have to refrain what i want to enjoin,True,synonym_replacement
@USAirways 1899. Thanks,positive,1899 thanks,False,original
"@JetBlue Well, I try! See you soon!! @JayVig",neutral,well i try see you soon,False,original
airways reveals bluemanity livery travelpulse,positive,skyway reveals bluemanity livery travelpulse,True,synonym_replacement
@SouthwestAir sent,neutral,sent,False,original
"@SouthwestAir Denver to Phoenix, I think we're finally getting ready to take off.",neutral,denver to phoenix i think were finally getting ready to take off,False,original
@USAirways seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?,negative,seriously did you not see that ive spent 2 days for multiple hours on hold just to have to hang up after the hours,False,original
@united Over charged me one way for baggage.find out others leaving Pittsburgh with same equipment weren't charged Just hung up on me!!,negative,over charged me one way for baggagefind out others leaving pittsburgh with same equipment werent charged just hung up on me,False,original
@united it was eventually explained that weather conditions too extreme to get luggage off planes. Will be sent on. But I won't be for days!,negative,it was eventually explained that weather conditions too extreme to get luggage off planes will be sent on but i wont be for days,False,original
even though technically after i land i will be silver,neutral,even though long after i land i will be silver,True,bert_paraphrasing
@united thank you!!!!! And next flight to Durango then driving to Farmington New Mexico for work! But hitting the slopes in Durango!,neutral,thank you and next flight to durango then driving to farmington new mexico for work but hitting the slopes in durango,False,original
still thinking those pjs may have me sold wed love to have you on board with us here i come,positive,still thinking those pjs may have me sold call back wed love to have you on board with us here i come,True,random_insertion
@SouthwestAir I'm on the 110 lol has anyone arrived yet??,neutral,im on the 110 lol has anyone arrived yet,False,original
jetblue reading the nytimes our fleets on fleek,neutral,along jetblue reading the nytimes our fleets on fleek,True,random_insertion
great will do once i land in jfk,positive,great will do once i am in jfk,True,bert_paraphrasing
@USAirways please hogs my next flight for me! I'm waiting on a bus to get me off one plane so I can run to the other. It leaves in two min!,negative,please hogs my next flight for me im waiting on a bus to get me off one plane so i can run to the other it leaves in two min,False,original
@AmericanAir done. I hope you can offer something.,neutral,done i hope you can offer something,False,original
@AmericanAir Thanks so much!,positive,thanks so much,False,original
thank you for not cancelled flighting all flights and putting my husbands life in danger driving in this weather safetyfirst,positive,thank you for not cancelled entire all flights and putting my of life in danger even in this weather safetyfirst,True,bert_paraphrasing
of my tray table is broken what do i do,neutral,of my tray soften table is broken what do i do,True,random_insertion
@AmericanAir is 2513 and 1555 on time or Cancelled Flightled?,neutral,is 2513 and 1555 on time or cancelled flightled,False,original
despite shaky connections looks like ill get home tonight great job was touch and go for a while,positive,despite shaky connections looks like ill get home tonight and it was touch and go for a while,True,bert_paraphrasing
@usairways traveling with 2 year old. would appreciate you holding up your end of good business and hosting us in our unanticipated layover.,negative,traveling with 2 year old would appreciate you holding up your end of good business and hosting us in our unanticipated layover,False,original
traveling from fra thru iad to mco tomorrow concerned abt iad weather cant change until advisory issued any advice,neutral,traveling from fra thru iad to mco tomorrow concerned abt iad weather cant change write out until advisory issued any advice,True,random_insertion
"@united you need to retrain your flight attendants. Saying there is no more room for carry ons when there actually is, is not cool.",negative,you need to retrain your flight attendants saying there is no more room for carry ons when there actually is is not cool,False,original
"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again",positive,great thank you lets hope so could you please notify me if flight 2302 leaves jfk thank you again,False,original
worked out after all thanks for your immediate reply,positive,found out after all thanks for your immediate reply,True,bert_paraphrasing
"@USAirways now I am on flight to FLL, and told to take a train back to PBI to get my car. There are no trains to PBI!",negative,now i am on flight to fll and told to take a train back to pbi to get my car there are no trains to pbi,False,original
@USAirways how do you do that? You guys need to have much better communication. How? How can we do that?,negative,how do you do that you guys need to have much better communication how how can we do that,False,original
