Sentence,Sentiment,Cleaned_Sentence
Why we can't have nice things. RT @JetBlue: Our fleet's on fleek. http://t.co/HP9RPPCvHx,neutral,why we cant have nice things rt our fleets on fleek
.@united call my work and tell them it's your fault I'm Late Flight,negative,call my work and tell them its your fault im late flight
@USAirways DOMINICK L. at La Guardia airport NYC gives the absolute best customer service! Thanku! Checking in made easy!,positive,dominick l at la guardia airport nyc gives the absolute best customer service thanku checking in made easy
"@SouthwestAir  also, gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?",negative,also gave up after 1 hr 32 minutes on hold maybe put a few more people on it
@AmericanAir cost me 1 day of #vacation ($350) and all I got was a rude woman tell me to go to another country and figure out how to get...,negative,cost me 1 day of vacation 350 and all i got was a rude woman tell me to go to another country and figure out how to get
@USAirways let's say it's directly correLate Flightd to the chance of a replacement case. I know which would cost the airline less!,negative,lets say its directly correlate flightd to the chance of a replacement case i know which would cost the airline less
Why? 😒 RT @JetBlue Our fleet's on fleek. http://t.co/I7Ut2ZvHCO,negative,why unamusedface rt our fleets on fleek
@SouthwestAir how come on mobile I can't proceed w/o entering a postcode at purchase. I'm from Ireland and I don't have a postcode just.,neutral,how come on mobile i cant proceed wo entering a postcode at purchase im from ireland and i dont have a postcode just
@AmericanAir you could train your flight attendants to have some manners and decency,negative,you could train your flight attendants to have some manners and decency
@JetBlue of my tray table is broken what do i do?,neutral,of my tray table is broken what do i do
@AmericanAir flight 1081 from IAD to LAX sat for more than 3hrs because ground crew couldn't drive in snow #badmgmt #AmericanAirlines,negative,flight 1081 from iad to lax sat for more than 3hrs because ground crew couldnt drive in snow badmgmt americanairlines
@JetBlue my email is my twitter handle followed by gmail ☺👍👍,positive,my email is my twitter handle followed by gmail smilingface thumbsup thumbsup
@JetBlue hi! Is it possible to upgrade to a Mint seat on an already booked ticket? Thanks!,neutral,hi is it possible to upgrade to a mint seat on an already booked ticket thanks
@united here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?,negative,here we go again 2 of 3 segments sfonew york rt were delayed over 2 hrs each why do you suck so badmaybe another line of bus
"@united uhuh.Group trying to get out of Nashville and into IAD today instead of tomorrow,why be preemptive though... https://t.co/yBv0xaowKv",neutral,uhuhgroup trying to get out of nashville and into iad today instead of tomorrowwhy be preemptive though
@JetBlue cool! Are there stairs at JFK? I can walk short distances but not stairs.,positive,cool are there stairs at jfk i can walk short distances but not stairs
"@united I send you an urgent message via eservice@united.com.  BG0KWM   Narayanan. Please respond ASAP. Also, NO local United Tel # @ KUL",neutral,i send you an urgent message via eservicecom bg0kwm narayanan please respond asap also no local united tel kul
@united stay more than 24h traveling ans sleeping on the airports floor,negative,stay more than 24h traveling ans sleeping on the airports floor
"@AmericanAir thanks for forcing me to check -in my carry - on luggage. That is exactly why I spent extra money on ""travel size"" toiletries",positive,thanks for forcing me to check in my carry on luggage that is exactly why i spent extra money on travel size toiletries
@united those whose pay to actually fly with you over 30k/ year deserve better service than a CC holder.,negative,those whose pay to actually fly with you over 30k year deserve better service than a cc holder
@AmericanAir done. I hope you can offer something.,neutral,done i hope you can offer something
"@united I'm fully aware, it's just that your rules are harsh toward the client. Especially since you're going to resell my seat for more $.",negative,im fully aware its just that your rules are harsh toward the client especially since youre going to resell my seat for more
"@JetBlue my credit card company accidentally marked my jet blue tickets as fraud, then corrected their mistake and reposted the money.",neutral,my credit card company accidentally marked my jet blue tickets as fraud then corrected their mistake and reposted the money
"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx",negative,yep thats correct i got an email at 1230 am that the flight was cancelled flightled doesnt matter now flight into atl is delayed thx
@AmericanAir I can't keep dialing you guys all day. Can I get into the callback queue?,negative,i cant keep dialing you guys all day can i get into the callback queue
@JetBlue everyone is overreacting. Keep up your swag!,neutral,everyone is overreacting keep up your swag
"@JetBlue Flight 1562 had a 4 1/2 hour weather delay, but what is the 45 minute delay in getting bags to tired passengers?",negative,flight 1562 had a 4 12 hour weather delay but what is the 45 minute delay in getting bags to tired passengers
